Refactoring_id,Commit,Type
334,1ea8fb6d27b57ca1d4424a07055449e5f5ff612a,"Rename Class"
335,1eae4e65dfc37a4e88b9c97186375a9d3cde5e4a,"Rename Variable"
336,1eaf603593b710dde3f609f5573e61d77cfe5975,"Change Attribute Type"
337,1eaf603593b710dde3f609f5573e61d77cfe5975,"Change Variable Type"
338,1eaf603593b710dde3f609f5573e61d77cfe5975,"Rename Attribute"
339,1eaf603593b710dde3f609f5573e61d77cfe5975,"Rename Variable"
340,1eb45a93a354902c1a131380f00cb9f4e0b8e5dd,"Change Attribute Type"
341,1eb45a93a354902c1a131380f00cb9f4e0b8e5dd,"Change Parameter Type"
342,1eb45a93a354902c1a131380f00cb9f4e0b8e5dd,"Change Return Type"
343,1eb45a93a354902c1a131380f00cb9f4e0b8e5dd,"Change Variable Type"
344,1eb45a93a354902c1a131380f00cb9f4e0b8e5dd,"Rename Attribute"
345,1eb45a93a354902c1a131380f00cb9f4e0b8e5dd,"Rename Method"
346,1eb45a93a354902c1a131380f00cb9f4e0b8e5dd,"Rename Parameter"
347,1eb45a93a354902c1a131380f00cb9f4e0b8e5dd,"Rename Variable"
348,1f1637bafd31711220704d85285b71a38bbb5d95,"Change Attribute Type"
349,1f1637bafd31711220704d85285b71a38bbb5d95,"Change Parameter Type"
350,1f1637bafd31711220704d85285b71a38bbb5d95,"Change Return Type"
351,1f1637bafd31711220704d85285b71a38bbb5d95,"Change Variable Type"
352,1fa653ab295b9438c32961333fcd55a7a605830c,"Change Return Type"
353,1fa653ab295b9438c32961333fcd55a7a605830c,"Rename Method"
354,2074a6dc9aafe44c51a1357d69e79cad3a5595b9,"Change Return Type"
355,2084e14af99892a3d8d6a3638521d820393d65ba,"Move Class"
356,20b085b126e251d77d745306a622a8417f3af2eb,"Change Attribute Type"
357,20b085b126e251d77d745306a622a8417f3af2eb,"Change Parameter Type"
358,20b085b126e251d77d745306a622a8417f3af2eb,"Change Return Type"
359,20b085b126e251d77d745306a622a8417f3af2eb,"Change Variable Type"
360,20b085b126e251d77d745306a622a8417f3af2eb,"Move Class"
361,20b085b126e251d77d745306a622a8417f3af2eb,"Rename Class"
362,20b085b126e251d77d745306a622a8417f3af2eb,"Rename Method"
363,20c5d78a346cda0ad8032f42068fca949e8a3eb6,"Rename Parameter"
364,2110c277e7b5f616f0bc4292858f2545c2209ee5,"Rename Class"
365,2110c277e7b5f616f0bc4292858f2545c2209ee5,"Rename Method"
366,211933875a81ceb924afb29ae682ab140c4d6041,"Change Variable Type"
367,211933875a81ceb924afb29ae682ab140c4d6041,"Rename Class"
368,211933875a81ceb924afb29ae682ab140c4d6041,"Rename Variable"
369,211dbba066ce51ee7a7d1343702219b15efeba23,"Rename Variable"
370,2121bb86cebcefd28af8b625e57d8616a5af824a,"Change Return Type"
371,2121bb86cebcefd28af8b625e57d8616a5af824a,"Rename Variable"
372,217b65ba5e3cb8e3e7c61c4ad6b7d57aa3ec095b,"Change Parameter Type"
373,2206ea6d9258456285e6643cf65d8e98df436cc7,"Rename Attribute"
374,2206ea6d9258456285e6643cf65d8e98df436cc7,"Rename Method"
375,2206ea6d9258456285e6643cf65d8e98df436cc7,"Rename Parameter"
376,222802dee2681c14153ce9c444ccc351fcca1683,"Change Parameter Type"
377,222802dee2681c14153ce9c444ccc351fcca1683,"Change Variable Type"
378,222802dee2681c14153ce9c444ccc351fcca1683,"Rename Variable"
379,227086e9ea009452e0b7bd2980c33b1791353a75,"Change Variable Type"
380,227086e9ea009452e0b7bd2980c33b1791353a75,"Rename Variable"
381,22b6e06f3b847b5c24985f41910cb7877b3183fa,"Change Attribute Type"
382,22b6e06f3b847b5c24985f41910cb7877b3183fa,"Change Variable Type"
383,22db2fdebce7b9d300a1be8ac50d078fe01ac0c8,"Change Attribute Type"
384,22db2fdebce7b9d300a1be8ac50d078fe01ac0c8,"Change Variable Type"
385,22db2fdebce7b9d300a1be8ac50d078fe01ac0c8,"Rename Variable"
386,23288f5a4c654ec841cab11b5a17eff9deca4c5b,"Change Attribute Type"
387,23288f5a4c654ec841cab11b5a17eff9deca4c5b,"Change Parameter Type"
388,23288f5a4c654ec841cab11b5a17eff9deca4c5b,"Rename Method"
389,23288f5a4c654ec841cab11b5a17eff9deca4c5b,"Rename Parameter"
390,23288f5a4c654ec841cab11b5a17eff9deca4c5b,"Rename Variable"
391,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Change Attribute Type"
392,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Change Parameter Type"
393,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Change Return Type"
394,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Change Variable Type"
395,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Move Class"
396,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Rename Attribute"
397,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Rename Method"
398,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Rename Parameter"
399,23c19f39fc8e51eb39bf65685b1241433179bb1c,"Rename Variable"
400,24c0f4931a4502ee444f01e5909905bd95d84474,"Rename Parameter"
401,256722406ce10bca73e3d8477246eabc25594eb7,"Rename Variable"
402,26ac115ce38b4eac548ba56f52bded0884261782,"Change Attribute Type"
403,26be9876097506a175da09fdf1fc5941a9f97116,"Change Parameter Type"
404,26be9876097506a175da09fdf1fc5941a9f97116,"Change Variable Type"
405,26be9876097506a175da09fdf1fc5941a9f97116,"Rename Parameter"
406,26be9876097506a175da09fdf1fc5941a9f97116,"Rename Variable"
407,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Change Attribute Type"
408,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Change Parameter Type"
409,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Change Return Type"
410,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Change Variable Type"
411,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Rename Attribute"
412,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Rename Class"
413,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Rename Method"
414,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Rename Parameter"
415,26f6a14b5c2e5f7fda04278b3fbabf596c8d8fd1,"Rename Variable"
416,27599592cef11d2ae6301032bef2188a91af432f,"Change Variable Type"
417,27599592cef11d2ae6301032bef2188a91af432f,"Rename Class"
418,27599592cef11d2ae6301032bef2188a91af432f,"Rename Method"
419,27599592cef11d2ae6301032bef2188a91af432f,"Rename Parameter"
420,27599592cef11d2ae6301032bef2188a91af432f,"Rename Variable"
421,278e857bf66feee2588d45e799bc87eb9cc17cf4,"Change Variable Type"
422,278e857bf66feee2588d45e799bc87eb9cc17cf4,"Rename Attribute"
423,278e857bf66feee2588d45e799bc87eb9cc17cf4,"Rename Method"
424,27dcb1da75b30fa424de3d58e72a282af9f1e420,"Change Variable Type"
425,27dcb1da75b30fa424de3d58e72a282af9f1e420,"Rename Attribute"
426,27dcb1da75b30fa424de3d58e72a282af9f1e420,"Rename Method"
427,27dcb1da75b30fa424de3d58e72a282af9f1e420,"Rename Variable"
428,280105c93544395143f0c4bc7f6dbbd5716ef1e7,"Change Attribute Type"
429,280105c93544395143f0c4bc7f6dbbd5716ef1e7,"Change Parameter Type"
430,280105c93544395143f0c4bc7f6dbbd5716ef1e7,"Change Return Type"
431,280105c93544395143f0c4bc7f6dbbd5716ef1e7,"Rename Attribute"
432,280105c93544395143f0c4bc7f6dbbd5716ef1e7,"Rename Class"
433,280105c93544395143f0c4bc7f6dbbd5716ef1e7,"Rename Method"
434,280105c93544395143f0c4bc7f6dbbd5716ef1e7,"Rename Parameter"
435,280105c93544395143f0c4bc7f6dbbd5716ef1e7,"Rename Variable"
436,284d6d8f7545abd6f9ea2b2d811b5e1243d80791,"Change Parameter Type"
437,284d6d8f7545abd6f9ea2b2d811b5e1243d80791,"Change Return Type"
438,284d6d8f7545abd6f9ea2b2d811b5e1243d80791,"Change Variable Type"
439,284d6d8f7545abd6f9ea2b2d811b5e1243d80791,"Move Class"
440,284d6d8f7545abd6f9ea2b2d811b5e1243d80791,"Rename Class"
441,284d6d8f7545abd6f9ea2b2d811b5e1243d80791,"Rename Method"
442,284d6d8f7545abd6f9ea2b2d811b5e1243d80791,"Rename Variable"
443,289ad23354a205193a8331b43aa2c687d9a5453c,"Change Attribute Type"
444,289ad23354a205193a8331b43aa2c687d9a5453c,"Change Parameter Type"
445,289ad23354a205193a8331b43aa2c687d9a5453c,"Change Return Type"
446,289ad23354a205193a8331b43aa2c687d9a5453c,"Change Variable Type"
447,289ad23354a205193a8331b43aa2c687d9a5453c,"Rename Class"
448,289ad23354a205193a8331b43aa2c687d9a5453c,"Rename Method"
449,289ad23354a205193a8331b43aa2c687d9a5453c,"Rename Parameter"
450,289ad23354a205193a8331b43aa2c687d9a5453c,"Rename Variable"
451,28b37d6767160ce2676f9ffe4ec21d25aea7a82b,"Change Variable Type"
452,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Change Attribute Type"
453,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Change Parameter Type"
454,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Change Return Type"
455,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Change Variable Type"
456,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Rename Attribute"
457,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Rename Class"
458,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Rename Method"
459,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Rename Parameter"
460,293b2003b6b832f28d0e10d81cb048d98fb3217d,"Rename Variable"
461,29c2f263d6b55a8acf02657f3521de257387ee8f,"Rename Method"
462,29eff62e0bfcd1e96c1c0db8484100a14da36bca,"Change Attribute Type"
463,29eff62e0bfcd1e96c1c0db8484100a14da36bca,"Rename Attribute"
464,2ad11f36f8d236c85511e3c0f22fe326561ada23,"Change Variable Type"
465,2ad11f36f8d236c85511e3c0f22fe326561ada23,"Rename Class"
466,2ad11f36f8d236c85511e3c0f22fe326561ada23,"Rename Method"
467,2ad11f36f8d236c85511e3c0f22fe326561ada23,"Rename Variable"
468,2b4efa166ce25a69e2f1f127494233704409c1bb,"Rename Variable"
469,2b965b68ffc9d0020e5286ab648e3befd17d88b3,"Change Return Type"
470,2be5b987bede3a2d90c5f9c65761c74b1773eae0,"Change Parameter Type"
471,2be5b987bede3a2d90c5f9c65761c74b1773eae0,"Rename Attribute"
472,2be5b987bede3a2d90c5f9c65761c74b1773eae0,"Rename Method"
473,2d68a5c976f369222a79ddfa021ff7d32f34a4ed,"Rename Method"
474,2dbdb2e7203dfa7018db40f55d6a6a5caf81a3a0,"Change Parameter Type"
475,2dbdb2e7203dfa7018db40f55d6a6a5caf81a3a0,"Change Variable Type"
476,2dbdb2e7203dfa7018db40f55d6a6a5caf81a3a0,"Rename Attribute"
477,2dbdb2e7203dfa7018db40f55d6a6a5caf81a3a0,"Rename Variable"
478,2ddcc353927865939640a4344aca720d1a6d299d,"Change Attribute Type"
479,2ddcc353927865939640a4344aca720d1a6d299d,"Change Parameter Type"
480,2e09624b115e4e5f05adf80b07cbbf0af79064f2,"Change Attribute Type"
481,2e09624b115e4e5f05adf80b07cbbf0af79064f2,"Change Parameter Type"
482,2e09624b115e4e5f05adf80b07cbbf0af79064f2,"Change Variable Type"
483,2e09624b115e4e5f05adf80b07cbbf0af79064f2,"Rename Attribute"
484,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Change Attribute Type"
485,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Change Parameter Type"
486,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Change Return Type"
487,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Change Variable Type"
488,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Move Class"
489,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Rename Attribute"
490,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Rename Class"
491,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Rename Parameter"
492,2e31e0c3c43ebfa25e2cafa8a4c39a0299e3cd25,"Rename Variable"
493,2e6052942e6470ed05e1e956f30b2a480bd060e6,"Change Attribute Type"
494,2e6052942e6470ed05e1e956f30b2a480bd060e6,"Change Variable Type"
495,2e6052942e6470ed05e1e956f30b2a480bd060e6,"Move Class"
496,2e6052942e6470ed05e1e956f30b2a480bd060e6,"Rename Method"
497,2e867c34eb3d7da5d23fb91143b7b40539a84445,"Change Attribute Type"
498,2e867c34eb3d7da5d23fb91143b7b40539a84445,"Rename Attribute"
499,2e867c34eb3d7da5d23fb91143b7b40539a84445,"Rename Class"
500,2e867c34eb3d7da5d23fb91143b7b40539a84445,"Rename Method"
501,2e90293acef5cde5f9a9db5beb6f3fad66f5b43a,"Change Attribute Type"
502,2e90293acef5cde5f9a9db5beb6f3fad66f5b43a,"Change Parameter Type"
503,2e90293acef5cde5f9a9db5beb6f3fad66f5b43a,"Change Return Type"
504,2e90293acef5cde5f9a9db5beb6f3fad66f5b43a,"Change Variable Type"
505,2e90293acef5cde5f9a9db5beb6f3fad66f5b43a,"Rename Class"
506,2e90293acef5cde5f9a9db5beb6f3fad66f5b43a,"Rename Method"
507,2e90293acef5cde5f9a9db5beb6f3fad66f5b43a,"Rename Parameter"
508,2eb9de0c30f6c436ecea393c52272193554c003a,"Change Attribute Type"
509,2eb9de0c30f6c436ecea393c52272193554c003a,"Change Parameter Type"
510,2eb9de0c30f6c436ecea393c52272193554c003a,"Change Return Type"
511,2eb9de0c30f6c436ecea393c52272193554c003a,"Change Variable Type"
512,2eb9de0c30f6c436ecea393c52272193554c003a,"Rename Attribute"
513,2eb9de0c30f6c436ecea393c52272193554c003a,"Rename Method"
514,2eb9de0c30f6c436ecea393c52272193554c003a,"Rename Parameter"
515,2eb9de0c30f6c436ecea393c52272193554c003a,"Rename Variable"
516,2f0067a04bc826e78c9f5809e9b921972cebeda7,"Change Attribute Type"
517,2f0067a04bc826e78c9f5809e9b921972cebeda7,"Change Variable Type"
518,2f0067a04bc826e78c9f5809e9b921972cebeda7,"Rename Attribute"
519,2f0067a04bc826e78c9f5809e9b921972cebeda7,"Rename Variable"
520,2f635745558a0263ffb91ca585f2798e4215c155,"Change Variable Type"
521,2f635745558a0263ffb91ca585f2798e4215c155,"Rename Variable"
522,2f64f4f7be58eb3dd5b39fd611c901e948731388,"Change Attribute Type"
523,2f64f4f7be58eb3dd5b39fd611c901e948731388,"Change Parameter Type"
524,2f64f4f7be58eb3dd5b39fd611c901e948731388,"Change Return Type"
525,2f64f4f7be58eb3dd5b39fd611c901e948731388,"Move Class"
526,2f64f4f7be58eb3dd5b39fd611c901e948731388,"Rename Attribute"
527,2f64f4f7be58eb3dd5b39fd611c901e948731388,"Rename Class"
528,2f64f4f7be58eb3dd5b39fd611c901e948731388,"Rename Method"
529,2f64f4f7be58eb3dd5b39fd611c901e948731388,"Rename Parameter"
530,2fa65a65ab4ab5c564df1a167355859f3827166e,"Change Variable Type"
531,2fa65a65ab4ab5c564df1a167355859f3827166e,"Rename Method"
532,2fa65a65ab4ab5c564df1a167355859f3827166e,"Rename Variable"
533,3011c65ce19baf5970a6f61805b3cd3284abdae5,"Change Variable Type"
534,3011c65ce19baf5970a6f61805b3cd3284abdae5,"Rename Variable"
535,3026799fb2d26edbd7eb4ac17c690cc5b7a7463a,"Change Variable Type"
536,30334c22d359f27ee6aab3fe5979798de4a91d52,"Change Attribute Type"
537,30334c22d359f27ee6aab3fe5979798de4a91d52,"Change Parameter Type"
538,30334c22d359f27ee6aab3fe5979798de4a91d52,"Change Return Type"
539,313d35ae97c7f9e478da2724dc3752d4232c5f9b,"Change Attribute Type"
540,313d35ae97c7f9e478da2724dc3752d4232c5f9b,"Change Parameter Type"
541,313d35ae97c7f9e478da2724dc3752d4232c5f9b,"Change Variable Type"
542,313d35ae97c7f9e478da2724dc3752d4232c5f9b,"Move Class"
543,313d35ae97c7f9e478da2724dc3752d4232c5f9b,"Rename Attribute"
544,313d35ae97c7f9e478da2724dc3752d4232c5f9b,"Rename Class"
545,313d35ae97c7f9e478da2724dc3752d4232c5f9b,"Rename Parameter"
546,313d35ae97c7f9e478da2724dc3752d4232c5f9b,"Rename Variable"
547,316131fb7513b384641240cc20757008bce1e77c,"Change Attribute Type"
548,316131fb7513b384641240cc20757008bce1e77c,"Change Parameter Type"
549,316131fb7513b384641240cc20757008bce1e77c,"Change Variable Type"
550,316131fb7513b384641240cc20757008bce1e77c,"Move Class"
551,316131fb7513b384641240cc20757008bce1e77c,"Rename Class"
552,316131fb7513b384641240cc20757008bce1e77c,"Rename Method"
553,316131fb7513b384641240cc20757008bce1e77c,"Rename Parameter"
554,316131fb7513b384641240cc20757008bce1e77c,"Rename Variable"
555,31874713c080e5ef5e3252564fd66fcae8f172cb,"Change Attribute Type"
556,31874713c080e5ef5e3252564fd66fcae8f172cb,"Change Parameter Type"
557,31874713c080e5ef5e3252564fd66fcae8f172cb,"Change Return Type"
558,31874713c080e5ef5e3252564fd66fcae8f172cb,"Change Variable Type"
559,31874713c080e5ef5e3252564fd66fcae8f172cb,"Move Class"
560,31874713c080e5ef5e3252564fd66fcae8f172cb,"Rename Parameter"
561,31a3d466af9d23bff3596cb600f8ee4445c0b20c,"Change Attribute Type"
562,31a3d466af9d23bff3596cb600f8ee4445c0b20c,"Change Parameter Type"
563,31a3d466af9d23bff3596cb600f8ee4445c0b20c,"Change Return Type"
564,31a3d466af9d23bff3596cb600f8ee4445c0b20c,"Rename Attribute"
565,31a3d466af9d23bff3596cb600f8ee4445c0b20c,"Rename Method"
566,31a3d466af9d23bff3596cb600f8ee4445c0b20c,"Rename Parameter"
567,31b37ecec278c91a64665d73d683d20d7faa59a9,"Change Attribute Type"
568,31b37ecec278c91a64665d73d683d20d7faa59a9,"Change Parameter Type"
569,31b37ecec278c91a64665d73d683d20d7faa59a9,"Change Return Type"
570,31b37ecec278c91a64665d73d683d20d7faa59a9,"Change Variable Type"
571,31b37ecec278c91a64665d73d683d20d7faa59a9,"Rename Class"
572,31b37ecec278c91a64665d73d683d20d7faa59a9,"Rename Variable"
573,31d2099f976d601edfa00b3014c000dc94a78887,"Change Return Type"
574,31d3f17f75f4d957469aa82bc180a32f09ce687a,"Change Attribute Type"
575,31d3f17f75f4d957469aa82bc180a32f09ce687a,"Change Parameter Type"
576,31d3f17f75f4d957469aa82bc180a32f09ce687a,"Change Return Type"
577,31d3f17f75f4d957469aa82bc180a32f09ce687a,"Change Variable Type"
578,31d3f17f75f4d957469aa82bc180a32f09ce687a,"Move Class"
579,31d437163152c2b19431b7809e61c89af505e104,"Rename Attribute"
580,327fefc82e622054122501370f895462b0d02e5d,"Change Return Type"
581,327fefc82e622054122501370f895462b0d02e5d,"Change Variable Type"
582,327fefc82e622054122501370f895462b0d02e5d,"Rename Class"
583,327fefc82e622054122501370f895462b0d02e5d,"Rename Variable"
584,330991ffa80f75d90dc175b09b9ef2c9f1e25ae9,"Change Attribute Type"
585,330991ffa80f75d90dc175b09b9ef2c9f1e25ae9,"Change Parameter Type"
586,330991ffa80f75d90dc175b09b9ef2c9f1e25ae9,"Change Return Type"
587,330991ffa80f75d90dc175b09b9ef2c9f1e25ae9,"Change Variable Type"
588,330991ffa80f75d90dc175b09b9ef2c9f1e25ae9,"Rename Attribute"
589,330991ffa80f75d90dc175b09b9ef2c9f1e25ae9,"Rename Method"
590,330991ffa80f75d90dc175b09b9ef2c9f1e25ae9,"Rename Variable"
591,3428fe87a2b32b87bccb7ee816a638ea87d2abcd,"Change Return Type"
592,34ab428b9c46b13b9b3b9f418c1d08c099dfcd12,"Move Class"
593,34ab428b9c46b13b9b3b9f418c1d08c099dfcd12,"Rename Attribute"
594,34e59f79d368e0805b1cfe99814f29013639a0a3,"Change Attribute Type"
595,35597c9ef09cfd555ff2a64e3b5c71d43381cc59,"Change Parameter Type"
596,35597c9ef09cfd555ff2a64e3b5c71d43381cc59,"Change Return Type"
597,356dfbfb4f35f1b95217045280f88f5c984b2194,"Change Attribute Type"
598,356dfbfb4f35f1b95217045280f88f5c984b2194,"Change Parameter Type"
599,356dfbfb4f35f1b95217045280f88f5c984b2194,"Change Return Type"
600,356dfbfb4f35f1b95217045280f88f5c984b2194,"Change Variable Type"
601,356dfbfb4f35f1b95217045280f88f5c984b2194,"Rename Attribute"
602,356dfbfb4f35f1b95217045280f88f5c984b2194,"Rename Method"
603,356dfbfb4f35f1b95217045280f88f5c984b2194,"Rename Parameter"
604,364463caf72c05c612a0e632c955395270a1d731,"Change Attribute Type"
605,364463caf72c05c612a0e632c955395270a1d731,"Change Parameter Type"
606,364463caf72c05c612a0e632c955395270a1d731,"Change Return Type"
607,364463caf72c05c612a0e632c955395270a1d731,"Change Variable Type"
608,364463caf72c05c612a0e632c955395270a1d731,"Rename Attribute"
609,364463caf72c05c612a0e632c955395270a1d731,"Rename Class"
610,364463caf72c05c612a0e632c955395270a1d731,"Rename Method"
611,364463caf72c05c612a0e632c955395270a1d731,"Rename Parameter"
612,364463caf72c05c612a0e632c955395270a1d731,"Rename Variable"
613,366fbbf5debebdb1de47ad397ad3affaba41734a,"Rename Variable"
614,36b55970fba1918f7dd3a508ff818640b8149ed4,"Change Attribute Type"
615,36b55970fba1918f7dd3a508ff818640b8149ed4,"Change Variable Type"
616,36b55970fba1918f7dd3a508ff818640b8149ed4,"Rename Variable"
617,36e62c0a68247208b1b17250642f366818524940,"Rename Parameter"
618,373808805f427e5cb80ed4690855cad254515553,"Change Attribute Type"
619,373808805f427e5cb80ed4690855cad254515553,"Change Parameter Type"
620,373808805f427e5cb80ed4690855cad254515553,"Change Variable Type"
621,373808805f427e5cb80ed4690855cad254515553,"Rename Attribute"
622,3744cbf69b1ae27cbb5594a6c5cbededbe09bb0b,"Change Attribute Type"
623,3744cbf69b1ae27cbb5594a6c5cbededbe09bb0b,"Change Variable Type"
624,3797abbd44928b4bd9c459aa1adb5a7bfc0bbc5c,"Change Return Type"
625,3797abbd44928b4bd9c459aa1adb5a7bfc0bbc5c,"Change Variable Type"
626,3797abbd44928b4bd9c459aa1adb5a7bfc0bbc5c,"Rename Variable"
627,37b90f840fbce66f3240b80698798885f6f162e2,"Rename Parameter"
628,37daa716c6170cf095d9b547f9c3517dd81f465b,"Rename Method"
629,37daa716c6170cf095d9b547f9c3517dd81f465b,"Rename Parameter"
630,383528957ac6c93dc68d96bc8fb2ca44361448f8,"Change Parameter Type"
631,383528957ac6c93dc68d96bc8fb2ca44361448f8,"Move Class"
632,386246447dabc3306455f3b8e424f6ad4fb8ea75,"Change Variable Type"
633,386246447dabc3306455f3b8e424f6ad4fb8ea75,"Rename Parameter"
634,395b55981ad57a01aa52fc31944b9d61430d62ad,"Change Return Type"
635,395b55981ad57a01aa52fc31944b9d61430d62ad,"Rename Parameter"
636,3a8252a1911015e66fa90e3d885d472bfa838744,"Change Attribute Type"
637,3a8252a1911015e66fa90e3d885d472bfa838744,"Change Parameter Type"
638,3a8252a1911015e66fa90e3d885d472bfa838744,"Change Return Type"
639,3a8252a1911015e66fa90e3d885d472bfa838744,"Change Variable Type"
640,3a8252a1911015e66fa90e3d885d472bfa838744,"Move Class"
641,3a8252a1911015e66fa90e3d885d472bfa838744,"Rename Attribute"
642,3a8252a1911015e66fa90e3d885d472bfa838744,"Rename Parameter"
643,3a8252a1911015e66fa90e3d885d472bfa838744,"Rename Variable"
644,3a8c3dcfb2df3f77b3875c450dbf8e97478aac42,"Rename Variable"
645,3aedc65444ceb93b679f0507e72168c573dacc1f,"Change Return Type"
646,3b617790e6e82f75bafb5600311952ba994c32e5,"Change Attribute Type"
647,3b617790e6e82f75bafb5600311952ba994c32e5,"Change Parameter Type"
648,3b617790e6e82f75bafb5600311952ba994c32e5,"Rename Attribute"
649,3b617790e6e82f75bafb5600311952ba994c32e5,"Rename Method"
650,3b617790e6e82f75bafb5600311952ba994c32e5,"Rename Parameter"
651,3c380583769fac831d3ad462ca4f433c27427a6e,"Change Attribute Type"
652,3c380583769fac831d3ad462ca4f433c27427a6e,"Change Parameter Type"
653,3c380583769fac831d3ad462ca4f433c27427a6e,"Change Return Type"
654,3c380583769fac831d3ad462ca4f433c27427a6e,"Change Variable Type"
655,3c380583769fac831d3ad462ca4f433c27427a6e,"Rename Class"
656,3c380583769fac831d3ad462ca4f433c27427a6e,"Rename Method"
657,3c380583769fac831d3ad462ca4f433c27427a6e,"Rename Parameter"
658,3c380583769fac831d3ad462ca4f433c27427a6e,"Rename Variable"
659,3ca627951fc6e95f5f6ccc19f7aabd7af2236609,"Change Attribute Type"
660,3ca627951fc6e95f5f6ccc19f7aabd7af2236609,"Change Variable Type"
661,3ca627951fc6e95f5f6ccc19f7aabd7af2236609,"Rename Attribute"
662,3ca627951fc6e95f5f6ccc19f7aabd7af2236609,"Rename Class"
663,3ca627951fc6e95f5f6ccc19f7aabd7af2236609,"Rename Parameter"
664,3ca8f63aa3296d54935401e267006702b597a180,"Change Variable Type"
665,3ca8f63aa3296d54935401e267006702b597a180,"Rename Variable"
